ID|date_updated|source|ID_source|date_updated_source|name_primary_en|name_secondary_en|categories_en|weight_package_g|weight_serving_g|energy_kJ_per_100g|energy_kcal_per_100g|fats_total_g_per_100g|fats_saturated_g_per_100g|fats_monounsaturated_g_per_100g|fats_polyunsaturated_g_per_100g|fats_trans_g_per_100g|fats_omega6_linoleic_g_per_100g|fats_omega3_alphalinolenic_g_per_100g|fats_omega3_icosapentaenoic_g_per_100g|fats_omega3_docosahexaenoic_g_per_100g|fats_cholesterol_g_per_100g|carbohydrates_available_g_per_100g|carbohydrates_sugars_g_per_100g|carbohydrates_starch_g_per_100g|carbohydrates_dietary_fibres_g_per_100g|proteins_total_g_per_100g|salt_sodium_chloride_total_g_per_100g|alcohol_g_per_100g|water_g_per_100g|vitaminA_RE_total_g_per_100g|vitaminA_RE_REA_g_per_100g|vitaminA_RE_retinol_pure_g_per_100g|vitaminA_RE_betacarotene_activity_g_per_100g|vitaminA_RE_betacarotene_pure_g_per_100g|vitaminB1_thiamine_g_per_100g|vitaminB2_riboflavin_g_per_100g|vitaminB6_pyridoxine_g_per_100g|vitaminB12_cobalamine_g_per_100g|vitaminB3_niacin_g_per_100g|vitaminB9_folate_g_per_100g|vitaminB5_panthothenic_g_per_100g|vitaminC_ascorbic_g_per_100g|vitaminD_calciferol_g_per_100g|vitaminE_alphatocopherol_g_per_100g|mineralK_potassium_g_per_100g|mineralNa_sodium_g_per_100g|mineralCl_chloride_g_per_100g|mineralCa_calcium_g_per_100g|mineralMg_magnesium_g_per_100g|mineralP_phosphorus_g_per_100g|mineralFe_iron_g_per_100g|mineralI_iodide_g_per_100g|mineralZn_zinc_g_per_100g|mineralSe_selenium_g_per_100g|name_primary_uk|name_secondary_uk|categories_uk|name_primary_de|name_secondary_de|categories_de|name_primary_fr|name_secondary_fr|categories_fr|name_primary_it|name_secondary_it|categories_it
generic_SwissFoodDB_product_543|2025-10-04|https://naehrwertdaten.ch/en/downloads/|915|2025-07-01|Nut roll with yeast dough|(null)|Sweets/Other sweet pastries|(null)|(null)|1860|445|18.7|5.7|9.6|1.9|(null)|1.21|0.09|0.006|0.002|0.061|54.9|12.9|40.6|3.8|12.2|1.2|0|11.4|0.000082|0.00008|0.000077|0.000031|0.000031|0.00033|0.00019|0.00021|0.00000017|0.00151|0.0000583|0.00076|0.0005|0.0000004|0.00312|0.3|0.47|0.74|0.069|0.042|0.17|0.0016|0.0000065|0.0012|(null)|Горіховий рулет з дріжджовим тістом|(null)|Солодощі/Інша солодка випічка|Nussschnecke aus Hefeteig|Hefeschnecke|Süssigkeiten/Sonstige süsse Backwaren|Escargot aux noisettes, pâte levée|(null)|Sucreries/Autres articles de pâtisserie|Lumaca alle nocciole, pasta lievitata|(null)|Dolciumi/Altre pasticceri dolci
generic_SwissFoodDB_product_544|2025-10-04|https://naehrwertdaten.ch/en/downloads/|916|2025-07-01|Cake with carrots|(null)|Sweets/Cakes and tarts|(null)|(null)|1270|303|16.4|1.9|9.8|3.7|(null)|3.59|0.02|0.003|0.003|0.092|25.8|19.6|5.6|3.9|11.1|0.2|0|44|0.000307|0.000165|0.000023|0.001703|0.001703|0.00008|0.00032|0.00008|0.00000034|0.00062|0.0000359|0.00072|0.0028|0.0000007|0.00709|0.31|0.065|0.098|0.1|0.071|0.2|0.0018|0.000011|0.0013|0.0000068|Торт морквяний|(null)|Солодощі/Тістечка та тарти|Rüeblitorte|Rüeblikuchen;Rüeblicake|Süssigkeiten/Kuchen, Torten und Cake|Gateau aux carottes|(null)|Sucreries/Gâteaux, tourtes et cakes|Torta di carote|(null)|Dolciumi/Dolci, torte e cake
generic_SwissFoodDB_product_545|2025-10-04|https://naehrwertdaten.ch/en/downloads/|917|2025-07-01|Rascal (Shortbread cookie with jam)|(null)|Sweets/Other sweet pastries|(null)|(null)|2090|499|25.6|15.1|5.9|1.4|(null)|0.55|0.21|0.019|0.002|0.067|60.3|30.9|29.1|1.9|5.8|0.1|0|6.8|0.000223|0.000214|0.000205|0.000109|0.000109|0.00007|0.00004|0.00007|0.00000001|0.00035|0.0000036|0.00017|0.001|0.0000004|0.00063|0.11|0.034|0.059|0.014|0.016|0.06|0.001|0.000001|0.0006|0.0000016|Раскал (пісочне печиво з джемом)|(null)|Солодощі/Інша солодка випічка|Spitzbube (Mürbeteiggebäck mit Konfitüre)|(null)|Süssigkeiten/Sonstige süsse Backwaren|Coquin (sablés à la confiture)|(null)|Sucreries/Autres articles de pâtisserie|Discoletto (Frollini alla marmellata)|(null)|Dolciumi/Altre pasticceri dolci
generic_SwissFoodDB_product_546|2025-10-04|https://naehrwertdaten.ch/en/downloads/|918|2025-07-01|Crispbread, wholemeal|(null)|Bread, flakes and breakfast cereals/Crispbreads, rusks, crackers and wafers|(null)|(null)|1370|325|1.7|0.2|0.2|1.1|(null)|0.69|0.06|0|0|0|57.9|1.1|56.8|14.8|12|1.5|0|14.4|0|0|0|0.000002|0.000002|0.00031|0.00014|0.00036|0|0.00119|0.0000296|0.00085|0|0|0.00085|0.38|0.61|0.95|0.026|0.1|0.34|0.004|0.0000037|0.0034|0.000004|Хрумкі хлібці, цільнозернові|(null)|Хліб, пластівці та сніданки/хрумкі хлібці, сухарі, крекери та вафлі|Knäckebrot, Vollkorn|(null)|Brote, Flocken und Frühstückscerealien/Knäckebrote, Zwieback, Crackers und Waffeln|Pain croustillant, complet|(null)|Pains, flocons et céréales pour le petit-déjeuner/Pains croustillants, biscottes, crackers et galettes|Pane croccante (Knäckebrot), integrale|(null)|Pane, fiocchi e cereali per la prima colazione/Pane croccante, fette biscottate, cracker e gallette
generic_SwissFoodDB_product_547|2025-10-04|https://naehrwertdaten.ch/en/downloads/|919|2025-07-01|Crispbread, wholemeal, with sesame|(null)|Bread, flakes and breakfast cereals/Crispbreads, rusks, crackers and wafers|(null)|(null)|1490|354|6.9|1|2.1|3.1|(null)|2.71|0.08|0|0|0|52.4|1.1|51.1|14.6|13.1|1.5|0|14|0|0|0|0.000002|0.000002|0.00035|0.00014|0.00036|0|0.00153|0.0000437|0.0008|0|0|0.00077|0.39|0.61|0.95|0.12|0.13|0.37|0.0044|0.0000039|0.0036|0.0000056|Хрумкі хлібці, цільнозернові, з кунжутом|(null)|Хліб, пластівці та сніданки/хрумкі хлібці, сухарі, крекери та вафлі|Knäckebrot, Vollkorn mit Sesam|(null)|Brote, Flocken und Frühstückscerealien/Knäckebrote, Zwieback, Crackers und Waffeln|Pain croustillant, complet, au sésame|(null)|Pains, flocons et céréales pour le petit-déjeuner/Pains croustillants, biscottes, crackers et galettes|Pane croccante (Knäckebrot), integrale, con semi di sesamo|(null)|Pane, fiocchi e cereali per la prima colazione/Pane croccante, fette biscottate, cracker e gallette
generic_SwissFoodDB_product_548|2025-10-04|https://naehrwertdaten.ch/en/downloads/|920|2025-07-01|Crispbread, wholemeal, with linseeds|(null)|Bread, flakes and breakfast cereals/Crispbreads, rusks, crackers and wafers|(null)|(null)|1450|345|5.8|0.7|1|3.7|(null)|1.23|2.16|0|0|0|52.4|1.1|51.1|16|12.9|1.5|0|14|0|0|0|0.000002|0.000002|0.00033|0.00012|0.00034|0|0.00108|0.0000337|0.00084|0|0|0.0008|0.41|0.61|0.95|0.047|0.13|0.36|0.0043|0.0000036|0.0035|0.0000049|Хрумкі хлібці, цільнозернові, з насінням льону|(null)|Хліб, пластівці та сніданки/хрумкі хлібці, сухарі, крекери та вафлі|Knäckebrot, Vollkorn mit Leinsamen|(null)|Brote, Flocken und Frühstückscerealien/Knäckebrote, Zwieback, Crackers und Waffeln|Pain croustillant, complet, aux graines de lin|(null)|Pains, flocons et céréales pour le petit-déjeuner/Pains croustillants, biscottes, crackers et galettes|Pane croccante (Knäckebrot), integrale, con semi di lino|(null)|Pane, fiocchi e cereali per la prima colazione/Pane croccante, fette biscottate, cracker e gallette
generic_SwissFoodDB_product_549|2025-10-04|https://naehrwertdaten.ch/en/downloads/|924|2025-07-01|Cream slice|(null)|Sweets/Other sweet pastries|(null)|(null)|1260|301|18.8|11|4.5|1|(null)|0.38|0.14|0.014|0.003|0.078|28.8|21.3|7.4|0.3|4.1|0.3|0|48.1|0.000203|0.000197|0.000191|0.000074|0.000074|0.00003|0.00014|0.00004|0.00000025|0.00009|0.0000067|0.00037|0.0003|0.0000005|0.00055|0.13|0.12|0.2|0.077|0.011|0.086|0.0003|0.0000089|0.0004|(null)|Тістечко бісквітне “Молочний шматочок”|(null)|Солодощі/Інша солодка випічка|Crèmeschnitte|(null)|Süssigkeiten/Sonstige süsse Backwaren|Mille-feuille|(null)|Sucreries/Autres articles de pâtisserie|Millefoglie|(null)|Dolciumi/Altre pasticceri dolci
generic_SwissFoodDB_product_550|2025-10-04|https://naehrwertdaten.ch/en/downloads/|928|2025-07-01|Puff pastry sticks|(null)|Savoury snacks/Puff pastry snacks|(null)|(null)|2040|490|32.9|15|11.6|4|(null)|2.93|0.58|0.013|0.002|0.045|40.4|0.3|39.6|1.8|7.1|2.6|0|18.3|0.000161|0.000153|0.000144|0.000099|0.000099|0.00009|0.00003|0.00009|0.00000001|0.00022|0.0000048|0.00022|0|0.0000009|0.00305|0.12|1.04|1.58|0.014|0.021|0.079|0.0009|0.0000015|0.0007|0.0000014|Палички з листкового тіста|(null)|Солоні закуски/Закуски з листкового тіста|Blätterteigstängel|Flûtes|Salzige Snacks/Blätterteiggebäcke|Flûte feuilletée|(null)|Snacks salés/Produits en pâte feuilletée|Bastoncini di pasta sfoglia|(null)|Snack salati/Prodotti di pasta sfoglia
generic_SwissFoodDB_product_551|2025-10-04|https://naehrwertdaten.ch/en/downloads/|929|2025-07-01|Rusk wholemeal|(null)|Bread, flakes and breakfast cereals/Crispbreads, rusks, crackers and wafers|(null)|(null)|1740|412|9.1|4.1|2.4|1.6|(null)|0.93|0.06|0.003|0|0.009|61.2|13.8|47.3|7.8|17.5|1.9|0|5.2|0.000029|0.000028|0.000027|0.000017|0.000017|0.00029|0.00027|0.00032|0.00000012|0.00072|0.0000324|0.00085|0.0001|0.0000001|0.00089|0.39|0.76|1.16|0.099|0.098|0.32|0.0036|0.0000043|0.0027|0.0000044|Сухарі з цільнозернового борошна|(null)|Хліб, пластівці та сніданки/хрумкі хлібці, сухарі, крекери та вафлі|Zwieback, Vollkorn|(null)|Brote, Flocken und Frühstückscerealien/Knäckebrote, Zwieback, Crackers und Waffeln|Biscotte complète|Zwieback|Pains, flocons et céréales pour le petit-déjeuner/Pains croustillants, biscottes, crackers et galettes|Zwieback|Fette biscottate integrali|Pane, fiocchi e cereali per la prima colazione/Pane croccante, fette biscottate, cracker e gallette
generic_SwissFoodDB_product_552|2025-10-04|https://naehrwertdaten.ch/en/downloads/|930|2025-07-01|Rusk|(null)|Bread, flakes and breakfast cereals/Crispbreads, rusks, crackers and wafers|(null)|(null)|1780|421|7.8|1|2|4.4|(null)|4.26|0.04|0|0|0|74.6|14.2|59.4|2.9|11.6|1.3|0|4|0|0|0|0|0|0.00016|0.00011|0.00015|0.00000004|0.0005|0.0000214|0.00042|0|0|0.00332|0.21|0.5|0.8|0.039|0.033|0.14|0.0014|0.0000018|0.0011|0.0000023|Сухарі|(null)|Хліб, пластівці та сніданки/хрумкі хлібці, сухарі, крекери та вафлі|Zwieback|(null)|Brote, Flocken und Frühstückscerealien/Knäckebrote, Zwieback, Crackers und Waffeln|Biscotte|Zwieback|Pains, flocons et céréales pour le petit-déjeuner/Pains croustillants, biscottes, crackers et galettes|Zwieback|Fette biscottate|Pane, fiocchi e cereali per la prima colazione/Pane croccante, fette biscottate, cracker e gallette
generic_SwissFoodDB_product_553|2025-10-04|https://naehrwertdaten.ch/en/downloads/|932|2025-07-01|Tortilla chips, corn-based|(null)|Savoury snacks/Chips/Crisps|(null)|(null)|2130|509|27.2|6.6|11.4|8.1|(null)|(null)|(null)|(null)|(null)|0|56|2.4|53.6|4.4|7.8|2.4|0|2|0|0|0|0|0|0.00015|0.0002|0.00017|0|0.0018|0.000018|0.0003|0|0|0.0059|0.19|0.97|(trace)|0.067|0.043|0.13|0.0019|(trace)|(trace)|(null)|Чіпси тортильї на кукурудзяній основі|(null)|Солоні закуски/Чіпси/Чіпси|Mais-Chips (Apérogebäck)|(null)|Salzige Snacks/Chips|Chips de maïs|(null)|Snacks salés/Chips|Chips di mais|(null)|Snack salati/Patatine
generic_SwissFoodDB_product_554|2025-10-04|https://naehrwertdaten.ch/en/downloads/|938|2025-07-01|Millet, wholemeal flakes|(null)|Bread, flakes and breakfast cereals/Flakes, bran and germs|(null)|(null)|1520|360|3.9|0.9|0.8|1.7|(null)|1.57|0.12|0|0|0|68.8|1.6|66.4|3.9|10.6|0|0|10.5|0|0|0|0|0|0.00033|0.00011|0.00041|0|0.0018|0.00002|0.00071|0|0|0.0001|0.17|0.003|0.015|0.01|0.12|0.28|0.0069|0.0000025|0.0029|0.000002|Пшоно, пластівці з цільної пшениці|(null)|Хліб, пластівці та сніданки/Пластівці, висівки та мікроби|Hirseflocken, Vollkorn|(null)|Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime|Millet, flocons complets|(null)|Pains, flocons et céréales pour le petit-déjeuner/Flocons, son et germes|Fiocchi di miglio, integrali|(null)|Pane, fiocchi e cereali per la prima colazione/Fiocchi, crusca e germi
generic_SwissFoodDB_product_555|2025-10-04|https://naehrwertdaten.ch/en/downloads/|939|2025-07-01|Wheat wolemeal flakes|(null)|Bread, flakes and breakfast cereals/Flakes, bran and germs|(null)|(null)|1420|335|1.8|0.3|0.2|0.8|(null)|0.76|0.05|0|0|0|59.6|0.7|58.5|13.3|13.5|0|0|12.1|0.000003|0.000002|0|0.00002|0.00002|0.00046|0.00009|0.00027|0|0.0051|0.000087|0.00118|0|0|0.001|0.38|0.008|0.055|0.033|0.097|0.34|0.0032|0.0000067|0.0026|(null)|Пластівці з пшеничного борошна|(null)|Хліб, пластівці та сніданки/Пластівці, висівки та мікроби|Weizenflocken, Vollkorn|(null)|Brote, Flocken und Frühstückscerealien/Flocken, Kleie und Keime|Blé, flocons complets|(null)|Pains, flocons et céréales pour le petit-déjeuner/Flocons, son et germes|Fiocchi di frumento, integrali|(null)|Pane, fiocchi e cereali per la prima colazione/Fiocchi, crusca e germi
generic_SwissFoodDB_product_556|2025-10-04|https://naehrwertdaten.ch/en/downloads/|940|2025-07-01|Cornflakes|(null)|Bread, flakes and breakfast cereals/Muesli mixes and breakfast cereals|(null)|(null)|1590|376|1.2|0.2|0.1|0.4|(null)|0.38|0.02|0|0|0|81.5|5|76.5|4.4|7.6|1|0|5.3|0.000008|0.000004|0|0.000045|0.000045|0.00003|0.00003|0.00005|0|0.00033|0.0000069|0.00006|0|0|0.00008|0.11|0.4|0.62|0.004|0.017|0.064|0.0002|0.000002|0.0003|0.0000047|Кукурудзяні пластівці|(null)|Хліб, пластівці та сніданки/Суміші мюслі та сніданки|Cornflakes|(null)|Brote, Flocken und Frühstückscerealien/Müeslimischungen und Frühstückscerealien|Cornflakes|(null)|Pains, flocons et céréales pour le petit-déjeuner/Mélanges de müesli et céréales pour petit-déjeuner|Cornflakes|(null)|Pane, fiocchi e cereali per la prima colazione/Mix di muesli e cereali per la prima colazione
generic_SwissFoodDB_product_557|2025-10-04|https://naehrwertdaten.ch/en/downloads/|942|2025-07-01|Mueslimix, cereal with fruits and nuts, sweetened|(null)|Bread, flakes and breakfast cereals/Muesli mixes and breakfast cereals|(null)|(null)|1540|365|5.6|0.7|1.7|1.7|(null)|1.58|0.05|0|0|0|62.3|10.5|51|10.1|11.4|0.1|0|11.4|0.000005|0.000003|0|0.000033|0.000033|0.00031|0.00006|0.00016|0|0.00185|0.0000354|0.00058|0.0014|0|0.00132|0.38|0.033|0.077|0.045|0.1|0.33|0.0028|0.0000022|0.0024|(null)|Мюслі, суміш, пластівці з фруктами та горіхами, підсолоджені|(null)|Хліб, пластівці та сніданки/Суміші мюслі та сніданки|Müeslimischung, Getreideflocken mit Früchten und Nüssen, gezuckert|(null)|Brote, Flocken und Frühstückscerealien/Müeslimischungen und Frühstückscerealien|Mélange pour muesli, flocons de céréales avec fruits et fruits à coque, sucré|(null)|Pains, flocons et céréales pour le petit-déjeuner/Mélanges de müesli et céréales pour petit-déjeuner|Miscela per muesli, fiocchi misti con frutta e noci, zuccherata|(null)|Pane, fiocchi e cereali per la prima colazione/Mix di muesli e cereali per la prima colazione
generic_SwissFoodDB_product_558|2025-10-04|https://naehrwertdaten.ch/en/downloads/|943|2025-07-01|Müeslimix, cereal with fruits and nuts, unsweetened|(null)|Bread, flakes and breakfast cereals/Muesli mixes and breakfast cereals|(null)|(null)|1560|372|8.3|1.4|2.9|2.5|(null)|2.13|0.26|0|0|0|57.4|11.6|44.6|10.8|11.3|0|0|13|0.000006|0.000003|0|0.000035|0.000035|0.00033|0.00009|0.0002|0|0.0021|0.0000417|0.00063|0.0042|0|0.00256|0.45|0.013|0.044|0.055|0.11|0.32|0.0031|0.0000024|0.0024|(null)|Мюслі, суміш, пластівці з фруктами та горіхами, несолодкі|(null)|Хліб, пластівці та сніданки/Суміші мюслі та сніданки|Müeslimischung, Getreideflocken mit Früchten und Nüssen, ungesüsst|(null)|Brote, Flocken und Frühstückscerealien/Müeslimischungen und Frühstückscerealien|Mélange pour muesli, flocons de céréales avec fruits et fruits à coque, non sucré|(null)|Pains, flocons et céréales pour le petit-déjeuner/Mélanges de müesli et céréales pour petit-déjeuner|Miscela per muesli, fiocchi misti con frutta e noci, senza zucchero|(null)|Pane, fiocchi e cereali per la prima colazione/Mix di muesli e cereali per la prima colazione
generic_SwissFoodDB_product_559|2025-10-04|https://naehrwertdaten.ch/en/downloads/|944|2025-07-01|Mueslimix, crunchy with nuts and seeds, sweetened|(null)|Bread, flakes and breakfast cereals/Muesli mixes and breakfast cereals|(null)|(null)|1810|432|16.2|3.2|5.4|5.6|(null)|5.52|0.05|0|0|0|56.2|15|40.8|8.2|11.3|0.3|0|9|0.000001|0|0|0.000006|0.000006|0.00022|0.00009|0.00013|0|0.00115|0.0000241|0.0004|0.0002|0|0.00494|0.33|0.12|0.21|0.046|0.1|0.31|0.0026|0.0000016|0.0023|(null)|Мюслі, суміш, хрустка, з горіхами та насінням, підсолоджений|(null)|Хліб, пластівці та сніданки/Суміші мюслі та сніданки|Knuspermüeslimischung mit Nüssen and Samen, gezuckert|(null)|Brote, Flocken und Frühstückscerealien/Müeslimischungen und Frühstückscerealien|Mélange pour muesli croquant, avec fruits à coque et graines oléagineuses, sucré|(null)|Pains, flocons et céréales pour le petit-déjeuner/Mélanges de müesli et céréales pour petit-déjeuner|Miscela per muesli croccante, con noci e semi, zuccherata|(null)|Pane, fiocchi e cereali per la prima colazione/Mix di muesli e cereali per la prima colazione
generic_SwissFoodDB_product_560|2025-10-04|https://naehrwertdaten.ch/en/downloads/|945|2025-07-01|Mueslimix, crunchy with fruits, sweetened|(null)|Bread, flakes and breakfast cereals/Muesli mixes and breakfast cereals|(null)|(null)|1790|426|15.1|3.5|3.7|6.2|(null)|6.04|0.05|0|0|0|60|18.6|41|7.7|8.7|0.4|0|9.1|0.000001|0.000001|0|0.000006|0.000006|0.00016|0.00004|0.00011|0|0.00092|0.0000155|0.00034|0.0022|0|0.00447|0.27|0.17|0.28|0.03|0.071|0.24|0.0021|0.0000016|0.0018|(null)|Мюслі, суміш, хрустка, з фруктами, підсолоджений|(null)|Хліб, пластівці та сніданки/Суміші мюслі та сніданки|Knuspermüeslimischung mit Früchten, gezuckert|(null)|Brote, Flocken und Frühstückscerealien/Müeslimischungen und Frühstückscerealien|Mélange pour muesli croquant, avec fruits, sucré|(null)|Pains, flocons et céréales pour le petit-déjeuner/Mélanges de müesli et céréales pour petit-déjeuner|Miscela per muesli croccante, con frutta, zuccherata|(null)|Pane, fiocchi e cereali per la prima colazione/Mix di muesli e cereali per la prima colazione
generic_SwissFoodDB_product_561|2025-10-04|https://naehrwertdaten.ch/en/downloads/|947|2025-07-01|Pretzel sticks (dry lye pretzel)|(null)|Savoury snacks/Salt sticks and pretzels|(null)|(null)|1540|363|4.3|1.1|1.7|1.3|(null)|(null)|(null)|(null)|(null)|0|72.1|0.4|71.3|0.7|8.6|4.3|0|14.3|0.000001|0.000001|0|0.000004|0.000004|0.00001|0.00004|0|0|0.00067|0|0|0|0.0000001|0.00096|0.12|1.71|2.49|0.14|0|0.12|0.0007|0|0.0005|(null)|Крендельні палички (крендель з лужного тіста, сухий)|(null)|Солоні закуски/Солоні палички та кренделі|Laugengebäck trocken (Bretzel, Sticks)|(null)|Salzige Snacks/Salzsticks und Bretzel|Bretzel, sticks salés, secs|(null)|Snacks salés/Sticks salés et bretzels|Salatini tipo sils, secchi (bretzel, sticks)|(null)|Snack salati/Bastonicini salati e brezel
generic_SwissFoodDB_product_562|2025-10-04|https://naehrwertdaten.ch/en/downloads/|948|2025-07-01|Mueslimix, crunchy with chocolate|(null)|Bread, flakes and breakfast cereals/Muesli mixes and breakfast cereals|(null)|(null)|1860|443|17.4|5.2|4.9|5.4|(null)|5.32|0.06|0.001|0.001|0|59|19.6|38.9|7.2|9|0.3|0|8.1|0.000002|0.000001|0.000001|0.000005|0.000005|0.00015|0.00005|0.00009|0|0.00044|0.0000106|0.00027|0.0002|0|0.00368|0.32|0.13|0.22|0.037|0.082|0.25|0.0027|0.0000012|0.002|(null)|Мюслі, суміш, хрустка, з шоколадом|(null)|Хліб, пластівці та сніданки/Суміші мюслі та сніданки|Knuspermüeslimischung mit Schokolade|(null)|Brote, Flocken und Frühstückscerealien/Müeslimischungen und Frühstückscerealien|Mélange pour muesli croquant, avec chocolat|(null)|Pains, flocons et céréales pour le petit-déjeuner/Mélanges de müesli et céréales pour petit-déjeuner|Miscela per muesli croccante, con cioccolato|(null)|Pane, fiocchi e cereali per la prima colazione/Mix di muesli e cereali per la prima colazione
generic_SwissFoodDB_product_563|2025-10-04|https://naehrwertdaten.ch/en/downloads/|950|2025-07-01|Cracker, salty snacks|(null)|Savoury snacks/Salt sticks and pretzels|(null)|(null)|1890|449|15.9|6|6.8|2.4|(null)|(null)|(null)|(null)|(null)|0|66.3|0|66.3|2.1|9.2|1.5|0|6.5|0|0|0|0|0|0.00022|0.00005|0.00012|0|0.00165|0.0000213|0.00029|0|0|0.0017|0.12|0.59|0.81|0.11|0.024|0.11|0.0016|0.000013|0.0007|(null)|Крекер, солоні закуски|(null)|Солоні закуски/Солоні палички та кренделі|Cracker, Salzgebäck, Apérogebäck|(null)|Salzige Snacks/Salzsticks und Bretzel|Crackers, biscuits salés|(null)|Snacks salés/Sticks salés et bretzels|Cracker, salatini, salatini da aperitivo|(null)|Snack salati/Bastonicini salati e brezel
generic_SwissFoodDB_product_564|2025-10-04|https://naehrwertdaten.ch/en/downloads/|951|2025-07-01|Jelly babies with fruit essence|(null)|Sweets/Candies, fruits gums and chewing gum|(null)|(null)|1450|341|0|0|0|0|(null)|(null)|(null)|(null)|(null)|0|78.6|74.7|3.9|0|6.6|0.2|0|12.1|0|0|0|0|0|(trace)|(trace)|(trace)|(trace)|(trace)|(trace)|(trace)|(trace)|(trace)|(trace)|0.012|0.062|0.16|0.009|0.002|0.004|0.0002|(trace)|0.0014|(null)|Желейні цукерки з фруктовою есенцією|(null)|Цукерки/цукерки, фрукти, жувальна гумка та жуйка|Gummibonbon mit Fruchtessenz|(null)|Süssigkeiten/Bonbons, Frucht- und Kaugummi|Bonbon gélifié à l'arome de fruit|(null)|Sucreries/Bonbons, bonbons gélifiés aux fruits et chewing-gums|Caramella gommosa all'aroma di frutta|(null)|Dolciumi/Caramelle e gomme da masticare
generic_SwissFoodDB_product_565|2025-10-04|https://naehrwertdaten.ch/en/downloads/|952|2025-07-01|Hard caramels|(null)|Sweets/Candies, fruits gums and chewing gum|(null)|(null)|1630|385|0.3|0.2|0.1|0|(null)|(null)|(null)|(null)|(null)|0|95|95|0|0|0.5|0.1|0|4.1|0|0|0|0|0|(trace)|(trace)|(trace)|(trace)|(trace)|(trace)|(trace)|(trace)|(trace)|(trace)|0.009|0.025|0.073|0.004|0.003|0.012|0.0001|(trace)|0|(null)|Тверда карамель|(null)|Цукерки/цукерки, фрукти, жувальна гумка та жуйка|Hartkaramellen, Hartbonbons|(null)|Süssigkeiten/Bonbons, Frucht- und Kaugummi|Bonbon dur|(null)|Sucreries/Bonbons, bonbons gélifiés aux fruits et chewing-gums|Caramella dura|(null)|Dolciumi/Caramelle e gomme da masticare
generic_SwissFoodDB_product_566|2025-10-04|https://naehrwertdaten.ch/en/downloads/|953|2025-07-01|Candy, toffee|(null)|Sweets/Candies, fruits gums and chewing gum|(null)|(null)|1490|351|3.6|2.2|1.1|0.1|(null)|(null)|(null)|(null)|(null)|0.011|79.3|79.3|0|0|0.4|0.3|0|16|0.000043|0.000041|0.000039|0.000021|0.000021|0.00003|0.00004|0|(trace)|0.00001|0.000001|0.00004|0.0001|0.0000001|0.00011|0.12|0.12|0.025|0.021|0.005|0.016|0.0008|0.0000011|0.0001|(null)|Цукерки, іриски|(null)|Цукерки/цукерки, фрукти, жувальна гумка та жуйка|Rahmkaramellen|Rahmbonbons|Süssigkeiten/Bonbons, Frucht- und Kaugummi|Caramel mou à la crème|(null)|Sucreries/Bonbons, bonbons gélifiés aux fruits et chewing-gums|Caramella alla panna|(null)|Dolciumi/Caramelle e gomme da masticare
generic_SwissFoodDB_product_567|2025-10-04|https://naehrwertdaten.ch/en/downloads/|954|2025-07-01|Soft caramel candies|(null)|Sweets/Candies, fruits gums and chewing gum|(null)|(null)|1880|448|17.2|10.1|5.8|0.5|(null)|(null)|(null)|(null)|(null)|(trace)|71.1|71.1|0|0|2.1|0.8|0|7.8|0|0|0|0|0|(trace)|(trace)|(trace)|(trace)|(trace)|(trace)|(trace)|(trace)|(trace)|(trace)|0.21|0.32|0.4|0.095|0.025|0.064|0.0015|(trace)|(trace)|(null)|М'які карамельні цукерки|(null)|Цукерки/цукерки, фрукти, жувальна гумка та жуйка|Weichkaramellen, Bonbons|(null)|Süssigkeiten/Bonbons, Frucht- und Kaugummi|Caramel mou|(null)|Sucreries/Bonbons, bonbons gélifiés aux fruits et chewing-gums|Caramella morbida|(null)|Dolciumi/Caramelle e gomme da masticare
generic_SwissFoodDB_product_568|2025-10-04|https://naehrwertdaten.ch/en/downloads/|960|2025-07-01|Chocolate powder|(null)|Sweets/Chocolate and cocoa products;Non-alcoholic beverages/Cocoa beverages|(null)|(null)|1680|398|7.8|4.6|2.6|0.2|(null)|0.19|0.01|0|0|0|71.3|70.6|0.7|10.5|5.3|0|0|1.7|0.000002|0.000001|0|0.000013|0.000013|0.00004|0.00013|0.00005|0|0.00086|0.000012|0.00035|0|0|0.00022|0.62|0.005|0.012|0.037|0.13|0.21|0.0042|0.0000009|0.0018|(null)|Шоколадний порошок|(null)|Солодощі/Шоколадні та какао-вироби;Безалкогольні напої/Какао-напої|Schokoladenpulver|(null)|Süssigkeiten/Schokolade und Kakaoerzeugnisse;Alkoholfreie Getränke/Kakaogetränke|Chocolat en poudre|(null)|Sucreries/Chocolat et produits chocolatés;Boissons sans alcool/Boissons chocolatées|Cioccolato in polvere|(null)|Dolciumi/Cioccolato e prodotti a base di cacao;Bevande analcoliche/Bevande al cacao
